"ntee","description","definition","BroadCategory","MajorGroup","two.digit","type.org","two.digit.s","tens","ones","hosp","univ"
"F01","Alliances & Advocacy","Organizations whose activities focus on influencing public policy within the Mental Health, Crisis Intervention major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.",4,"F","01","speciality","01","0","1",FALSE,FALSE
"F02","Management & Technical Assistance","Consultation, training, and other forms of management assistance services to nonprofit groups within the Mental Health, Crisis Intervention major group area.",4,"F","02","speciality","02","0","2",FALSE,FALSE
"F03","Professional Societies & Associations","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Mental Health, Crisis Intervention major group area.",4,"F","03","speciality","03","0","3",FALSE,FALSE
"F05","Research Institutes & Public Policy Analysis","Organizations whose primary purpose is to conduct research and/or public policy research within the Mental Health, Crisis Intervention major group area.",4,"F","05","speciality","05","0","5",FALSE,FALSE
"F11","Single Organization Support","Organizations existing as a support and fund-raising entity for a single institution within the Mental Health & Crisis Intervention major group area.",4,"F","11","speciality","11","0","1",FALSE,FALSE
"F12","Fund Raising & Fund Distribution","Organizations that raise and distribute funds for multiple organizations within the Mental Health, Crisis Intervention major group area.",4,"F","12","speciality","12","0","2",FALSE,FALSE
"F19","Support N.E.C.","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within Mental Health, Crisis Intervention major group area.",4,"F","19","speciality","19","0","9",FALSE,FALSE
"F20","Substance Abuse Dependency, Prevention & Treatment","Organizations that provide preventive, diagnostic and inpatient, outpatient and residential treatment services as well as transitional support for people who have a physical and/or psychological dependency on alcohol and/or drugs. Use this code for organizations that provide both substance abuse prevention and treatment services.",4,"F","20","regular","20","2","0",FALSE,FALSE
"F21","Substance Abuse Prevention","Organizations that provide substance abuse education programs for people who are at risk for substance abuse in an effort to prevent their involvement with drugs and/or alcohol.",4,"F","21","regular","21","2","1",FALSE,FALSE
"F22","Substance Abuse Treatment","Organizations that provide inpatient, outpatient or residential treatment services for individuals who have a physical and/or psychological dependency on alcohol and/or drugs.",4,"F","22","regular","22","2","2",FALSE,FALSE
"F30","Mental Health Treatment","Organizations that provide preventive, diagnostic and treatment services in a variety of community and hospital-based settings to help people to achieve and maintain a state of emotional well-being, personal empowerment and the skills to cope with everyday demands without excessive stress. Use this code for types of mental health organizations not specified below or for organizations that combine multiple types of care within the same facility.",4,"F","30","regular","30","3","0",FALSE,FALSE
"F31","Psychiatric Hospitals","Organizations that provide diagnostic and inpatient treatment services for individuals who have acute or chronic mental or emotional disturbances, who require hospitalization.",4,"F","31","regular","31","3","1",FALSE,FALSE
